序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
5037,605117,德业股份,86.2,-2.69,-2.38,65851.0,574073287.0,4.94,90.58,86.2,89.0,88.58,1.62,1.02,19.73,5.39,55681906815.0,55681906815.0,-0.07,-0.1,1.58,1.65
5038,601187,厦门银行,5.76,-2.7,-0.16,345869.0,200973014.0,3.04,5.92,5.74,5.91,5.92,1.39,2.69,5.89,0.59,15201376635.0,7396105092.0,0.0,0.0,3.78,2.13
5039,002540,亚太科技,5.77,-2.7,-0.16,125718.0,73515945.0,3.37,5.95,5.75,5.92,5.93,1.92,1.45,19.25,1.3,7221258791.0,5015524973.0,0.0,0.0,-2.2,-6.33
5040,603221,爱丽家居,10.4,-2.71,-0.29,90193.0,94054871.0,2.53,10.59,10.32,10.58,10.69,0.91,3.76,28.68,1.57,2543632000.0,2496000000.0,0.0,0.0,8.9,13.91
5041,831768,拾比佰,11.07,-2.72,-0.31,128702.0,145616219.98,6.41,11.73,11.0,11.39,11.38,0.87,16.81,28.14,1.85,1228437900.0,847649704.0,-0.18,0.0,52.48,49.59
5042,301092,争光股份,25.99,-2.73,-0.73,26433.0,69063898.0,3.74,26.9,25.9,26.89,26.72,0.57,6.12,35.94,1.82,3484050049.0,1122245185.0,0.04,-0.04,12.17,11.4
5043,301335,天元宠物,24.21,-2.73,-0.68,102088.0,252117783.1,6.91,25.8,24.08,24.21,24.89,0.95,20.47,45.89,1.62,3050460000.0,1207473847.0,0.17,0.37,6.61,7.6
5044,300004,南风股份,7.13,-2.73,-0.2,344043.0,251234562.32,5.46,7.53,7.13,7.3,7.33,0.68,7.17,52.69,1.94,3422354354.0,3422354354.0,-0.14,-0.28,12.28,15.93
5045,000417,合百集团,5.67,-2.74,-0.16,283418.0,164316405.68,5.49,5.99,5.67,5.84,5.83,0.71,3.64,14.69,0.93,4421943414.0,4417085647.0,-0.18,-0.35,1.8,-11.13
5046,002615,哈尔斯,7.08,-2.75,-0.2,280870.0,199928689.34,3.98,7.25,6.96,7.15,7.28,2.19,9.18,19.92,1.92,3301175543.0,2166821306.0,0.0,0.0,-13.34,-9.81
5047,000582,北部湾港,8.45,-2.76,-0.24,688716.0,589331653.32,3.45,8.74,8.44,8.69,8.69,1.0,3.81,25.06,1.09,19655850231.0,15293347074.0,-0.12,-0.24,-0.94,7.23
5048,603156,养元饮品,24.28,-2.76,-0.69,37153.0,91228332.0,3.4,25.08,24.23,24.99,24.97,0.75,0.29,11.91,2.88,30599539302.0,30599539302.0,0.04,0.08,10.26,6.3
5049,603202,C天有,99.0,-2.76,-2.81,60911.0,610310577.0,2.75,101.8,99.0,101.5,101.81,0.5,18.72,16.48,2.38,15840000000.0,3221821548.0,-0.02,-0.08,5.88,5.88
5050,688663,新风光,23.98,-2.76,-0.68,44987.0,107324323.0,6.08,24.5,23.0,23.73,24.66,3.13,3.21,29.87,2.42,3356001000.0,3356001000.0,-0.12,0.04,7.73,10.46
5051,301323,新莱福,37.62,-2.77,-1.07,20734.0,79417000.6,4.7,39.4,37.58,38.27,38.69,0.71,3.09,32.39,1.85,3947199122.0,2520809472.0,0.03,-0.21,-9.39,-5.64
5052,002040,南 京 港,6.67,-2.77,-0.19,213614.0,143907359.7,3.64,6.91,6.66,6.88,6.86,0.75,4.4,20.37,0.98,3267688128.0,3241220767.0,-0.15,-0.15,1.21,1.21
5053,002250,联化科技,6.32,-2.77,-0.18,328333.0,209944696.99,4.0,6.57,6.31,6.55,6.5,1.46,3.62,28.96,0.9,5759625299.0,5729295866.0,0.0,0.16,6.22,14.7
5054,688716,中研股份,40.93,-2.78,-1.17,138901.0,567361614.0,6.01,42.28,39.75,42.17,42.1,1.05,20.25,219.97,4.23,4980362400.0,2806920174.0,0.07,-0.12,4.89,12.6
5055,300138,晨光生物,10.79,-2.79,-0.31,176481.0,193753633.0,4.59,11.29,10.78,11.11,11.1,0.71,4.43,11.9,1.62,5212650003.0,4297800421.0,-0.09,0.0,29.38,23.74
5056,002067,景兴纸业,3.48,-2.79,-0.1,486782.0,169259112.8,2.51,3.55,3.46,3.51,3.58,1.48,4.35,-46.7,0.76,4375049284.0,3897419284.0,-0.29,0.0,0.0,-12.12
5057,600833,第一医药,11.82,-2.8,-0.34,46568.0,55279124.0,2.47,12.1,11.8,12.03,12.16,1.82,2.09,139.1,2.31,2636880622.0,2636880622.0,-0.17,0.0,-6.64,-12.44
5058,688485,九州一轨,9.73,-2.8,-0.28,29287.0,28561090.0,2.9,9.9,9.61,9.71,10.01,1.95,3.32,-60.68,1.15,1462341763.0,857777126.0,0.0,0.0,1.88,12.75
5059,600186,莲花控股,6.59,-2.8,-0.19,1771620.0,1171809080.0,3.24,6.73,6.51,6.63,6.78,1.57,9.92,29.26,6.68,11822474109.0,11774421806.0,0.0,-0.15,31.01,15.61
5060,600386,北巴传媒,4.16,-2.8,-0.12,154325.0,65049360.0,3.74,4.31,4.15,4.28,4.28,1.35,1.91,-103.78,1.9,3354624000.0,3354624000.0,0.0,0.0,-1.89,-6.94
5061,000720,新能泰山,3.11,-2.81,-0.09,488784.0,151928693.81,5.63,3.22,3.04,3.05,3.2,1.55,3.89,60.19,1.64,3907813186.0,3907813186.0,0.32,0.32,2.64,-4.31
5062,300157,新锦动力,3.44,-2.82,-0.1,1236851.0,439634811.95,11.86,3.81,3.39,3.4,3.54,2.26,17.56,9.3,-10.8,2495679604.0,2422539528.0,0.0,-0.58,17.81,18.62
5063,603199,九华旅游,36.76,-2.83,-1.07,47319.0,175801267.0,3.07,37.9,36.74,37.85,37.83,0.84,4.28,14.81,2.7,4068596800.0,4068596800.0,-0.05,-0.08,7.86,11.16
5064,601818,光大银行,3.78,-2.83,-0.11,1774453.0,674750893.0,3.08,3.89,3.77,3.88,3.89,1.37,0.38,4.48,0.46,223343383011.0,175417762821.0,-0.26,-0.26,-2.33,0.27
5065,300505,川金诺,16.82,-2.83,-0.49,239243.0,409071283.1,4.68,17.58,16.77,17.31,17.31,0.96,11.01,16.05,1.77,4623271737.0,3656015754.0,0.0,-0.12,10.88,16.81
5066,000789,万年青,5.13,-2.84,-0.15,82636.0,42947701.36,4.73,5.37,5.12,5.26,5.28,1.39,1.04,28.93,0.62,4090700039.0,4090700039.0,-0.19,0.0,1.18,2.4
5067,002582,好想你,11.31,-2.84,-0.33,546011.0,631886426.6,5.58,11.95,11.3,11.38,11.64,0.91,15.87,32.1,1.42,5111603913.0,3891420582.0,-0.35,-0.44,21.35,36.59
5068,002671,龙泉股份,4.09,-2.85,-0.12,117891.0,48336768.0,1.9,4.14,4.06,4.09,4.21,1.82,2.15,-39.24,1.41,2305509875.0,2247786180.0,0.0,0.25,-13.71,-9.71
5069,600642,申能股份,8.82,-2.86,-0.26,320584.0,284193288.0,3.3,9.08,8.78,9.02,9.08,1.65,0.66,10.68,1.18,43165915042.0,43033137263.0,-0.11,0.0,1.38,-7.06
5070,301151,冠龙节能,15.28,-2.86,-0.45,55844.0,86093428.0,3.05,15.73,15.25,15.56,15.73,1.77,10.02,79.16,1.25,2602702145.0,851660504.0,0.0,-0.26,3.24,0.59
5071,600783,鲁信创投,11.51,-2.87,-0.34,45116.0,52207039.0,2.45,11.74,11.45,11.71,11.85,1.22,0.61,-56.0,1.93,8567575474.0,8567575474.0,-0.09,0.0,-4.88,-9.16
5072,688567,孚能科技,12.18,-2.87,-0.36,111426.0,135929589.0,2.55,12.39,12.07,12.34,12.54,1.67,0.91,-24.4,1.52,14885225319.0,14885225319.0,-0.33,-0.08,7.22,5.0
5073,002386,天原股份,4.38,-2.88,-0.13,328909.0,145674128.34,3.77,4.54,4.37,4.51,4.51,0.58,2.53,125.38,0.76,5701214180.0,5700199307.0,0.0,0.0,6.57,-4.16
5074,000729,燕京啤酒,12.99,-2.91,-0.39,183069.0,239962299.36,2.91,13.37,12.98,13.37,13.38,0.7,0.73,55.38,2.48,36612826040.0,32599790604.0,-0.08,-0.08,14.85,7.89
5075,300850,新强联,28.64,-2.92,-0.86,125152.0,363067461.63,3.83,29.55,28.42,29.14,29.5,1.1,5.02,15.24,1.98,10389935371.0,7145047972.0,0.1,0.03,44.65,49.87
5076,002218,拓日新能,2.98,-2.93,-0.09,270138.0,81210019.0,3.91,3.09,2.97,3.05,3.07,1.72,1.94,-25.79,1.02,4210801236.0,4149346782.0,0.0,0.0,-10.78,-24.94
5077,002383,合众思壮,8.55,-2.95,-0.26,486508.0,423599269.91,4.99,8.94,8.5,8.7,8.81,0.76,6.57,589.01,3.78,6330080608.0,6330080608.0,0.12,0.35,19.58,8.5
5078,603822,嘉澳环保,58.52,-2.95,-1.78,41775.0,252666721.0,6.83,62.0,57.88,60.6,60.3,1.59,5.44,-23.89,7.93,4495850849.0,4495850849.0,0.03,-0.07,17.87,20.02
5079,600101,明星电力,11.14,-2.96,-0.34,734253.0,826353328.0,3.14,11.46,11.1,11.24,11.48,0.62,13.4,20.97,1.99,6103187927.0,6103187927.0,-0.09,0.18,31.52,26.59
5080,001335,信凯科技,36.26,-2.97,-1.11,50053.0,183188997.37,4.01,37.69,36.19,36.93,37.37,0.87,21.8,36.17,3.64,3398996446.0,832660897.0,-0.03,-0.11,183.28,183.28
5081,000617,中油资本,6.87,-2.97,-0.21,1892268.0,1317162036.49,2.97,7.08,6.87,7.03,7.08,0.51,1.5,17.11,0.85,86851083273.0,86851083273.0,-0.15,-0.29,5.21,0.59
5082,600639,浦东金桥,10.46,-2.97,-0.32,97330.0,103157973.0,3.43,10.82,10.45,10.73,10.78,1.01,1.14,28.51,0.81,11740438861.0,8893475913.0,0.0,-0.19,-3.86,-5.77
5083,601988,中国银行,5.53,-2.98,-0.17,3110406.0,1724906032.0,3.33,5.7,5.51,5.68,5.7,1.48,0.15,7.49,0.68,1627964485563.0,1165533297098.0,-0.18,-0.18,3.75,4.93
5084,300169,天晟新材,6.5,-2.99,-0.2,180722.0,119150284.0,2.84,6.68,6.49,6.65,6.7,0.93,5.99,-26.47,64.88,2118898210.0,1961282583.0,-0.15,0.0,-7.01,-14.59
5085,002019,亿帆医药,11.34,-2.99,-0.35,140193.0,159597929.56,1.88,11.52,11.3,11.41,11.69,1.46,1.67,22.52,1.59,13793863564.0,9542316067.0,-0.09,-0.18,5.68,5.78
5086,601872,招商轮船,5.85,-2.99,-0.18,672779.0,398753079.0,3.98,6.09,5.85,5.96,6.03,1.35,0.83,13.76,1.17,47641267165.0,47641267165.0,-0.17,-0.17,-15.46,-8.74
5087,600036,招商银行,40.74,-3.0,-1.26,1172682.0,4782474914.0,2.69,41.64,40.51,41.64,42.0,2.73,0.57,6.89,0.96,1027456509785.0,840423196037.0,-0.05,-0.07,0.22,3.66
5088,603596,伯特利,57.62,-3.0,-1.78,119738.0,685381828.0,6.01,58.4,54.83,58.11,59.4,1.63,1.97,32.32,5.12,34947153448.0,34934851578.0,0.0,-0.02,26.06,29.22
5089,301256,华融化学,10.63,-3.01,-0.33,161132.0,173168537.86,4.47,11.1,10.61,11.03,10.96,0.84,3.36,81.23,2.92,5102400000.0,5102400000.0,0.0,-0.28,42.88,39.68
5090,601665,齐鲁银行,6.12,-3.01,-0.19,398815.0,244968805.0,3.17,6.3,6.1,6.28,6.31,1.14,0.82,5.39,0.74,29590371770.0,29590371770.0,-0.33,-0.16,5.88,12.09
5091,603579,荣泰健康,22.52,-3.01,-0.7,108641.0,244097437.0,6.24,23.49,22.04,23.37,23.22,0.92,6.12,22.73,1.97,3994970779.0,3994970779.0,0.0,-0.04,59.94,55.31
5092,688032,禾迈股份,97.03,-3.03,-3.03,18008.0,175596439.0,5.36,100.5,95.14,96.8,100.06,2.92,1.45,-290.58,1.9,12038856071.0,12038856071.0,0.07,0.08,-3.97,-13.86
5093,002847,盐津铺子,89.8,-3.03,-2.81,45240.0,416429071.36,6.04,95.0,89.41,92.61,92.61,0.9,1.85,34.37,12.72,24499223338.0,21976665457.0,-0.22,-0.07,68.42,43.45
5094,002515,金字火腿,5.12,-3.03,-0.16,303978.0,159235907.21,5.11,5.38,5.11,5.31,5.28,0.69,2.62,63.67,2.37,6198344520.0,5944180188.0,-0.39,0.0,16.1,13.02
5095,603008,喜临门,15.3,-3.04,-0.48,63484.0,98657334.0,3.8,15.87,15.27,15.8,15.78,1.74,1.68,20.39,1.51,5798575764.0,5798575764.0,-0.13,-0.26,-8.66,-8.71
5096,600790,轻纺城,3.51,-3.04,-0.11,313950.0,111527340.0,2.76,3.61,3.51,3.57,3.62,0.5,2.14,43.45,0.83,5144926157.0,5144926157.0,-0.28,0.0,-2.23,-6.4
5097,003037,三和管桩,6.7,-3.04,-0.21,294391.0,200173877.82,5.35,7.05,6.68,6.86,6.91,1.58,4.97,29.0,1.44,4013800343.0,3966900343.0,0.0,0.0,10.74,-9.09
5098,601288,农业银行,5.42,-3.04,-0.17,6559433.0,3556414275.0,3.76,5.58,5.37,5.57,5.59,1.9,0.21,6.59,0.72,1896908043592.0,1730303622411.0,0.18,0.18,5.04,3.83
5099,600053,九鼎投资,13.04,-3.05,-0.41,95876.0,126362720.0,2.83,13.4,13.02,13.35,13.45,0.58,2.21,-42.48,2.18,5653372032.0,5653372032.0,0.0,0.08,1.24,-5.98
5100,601083,锦江航运,10.48,-3.05,-0.33,227889.0,241300597.0,3.89,10.89,10.47,10.89,10.81,0.95,11.74,9.51,1.51,13562377600.0,2034377600.0,0.0,-0.19,10.55,10.08
5101,301277,新天地,11.45,-3.05,-0.36,153235.0,178462244.12,4.06,11.93,11.45,11.78,11.81,0.45,15.17,19.84,3.02,4489297680.0,1156660680.0,-0.43,-0.43,19.02,19.4
5102,600155,华创云信,6.35,-3.05,-0.2,409828.0,261262548.0,1.98,6.46,6.33,6.38,6.55,2.49,1.84,-89.1,0.72,14125129719.0,14125129719.0,0.16,0.0,-6.07,-14.19
5103,688409,富创精密,47.51,-3.06,-1.5,51307.0,243907579.0,3.1,48.28,46.76,47.2,49.01,1.87,2.9,-164.15,3.18,14548073730.0,8419414668.0,-0.04,0.0,-5.81,-7.87
5104,002556,辉隆股份,5.38,-3.06,-0.17,241506.0,132021400.02,3.6,5.58,5.38,5.54,5.55,0.73,2.58,15.55,1.37,5092267270.0,5030780504.0,0.0,0.0,-1.28,-3.41
5105,688418,震有科技,29.18,-3.06,-0.92,53028.0,154793466.0,6.05,29.9,28.08,29.9,30.1,1.26,2.74,696.36,6.12,5649539800.0,5649539800.0,-0.03,0.27,-8.21,0.07
5106,002024,ST易购,1.9,-3.06,-0.06,307785.0,58731458.97,2.04,1.93,1.89,1.91,1.96,1.3,0.33,245.03,1.4,17603058474.0,17583438504.0,0.0,0.0,-7.77,-7.77
5107,600027,华电国际,5.71,-3.06,-0.18,1057368.0,606829549.0,3.23,5.86,5.67,5.81,5.89,0.96,1.24,7.56,1.32,58399374069.0,48593970213.0,0.0,0.35,10.44,1.78
5108,600824,益民集团,4.11,-3.07,-0.13,358656.0,149604521.0,4.72,4.29,4.09,4.2,4.24,0.69,3.4,79.41,1.79,4332051270.0,4332051270.0,0.0,0.0,-11.61,-8.05
5109,002745,木林森,7.9,-3.07,-0.25,308604.0,247286565.5,5.28,8.23,7.8,8.17,8.15,1.51,2.9,20.53,0.9,11724914552.0,8410940629.0,-0.13,0.38,-3.07,-9.4
5110,603193,润本股份,37.45,-3.08,-1.19,74303.0,287233445.0,6.68,39.88,37.3,38.2,38.64,1.54,7.19,85.71,7.13,15152019609.0,3869944959.0,-0.48,0.19,49.8,60.39
5111,603678,火炬电子,38.0,-3.09,-1.21,74905.0,289536804.0,3.88,39.42,37.9,38.99,39.21,1.13,1.58,42.36,3.04,18071531978.0,18071531978.0,-0.11,-0.11,40.22,24.59
5112,601598,中国外运,4.69,-3.1,-0.15,439829.0,206374563.0,2.27,4.77,4.66,4.76,4.84,2.94,0.84,13.26,0.85,34209877144.0,24650250144.0,0.0,-0.21,-11.34,-12.34
5113,600173,卧龙地产,6.55,-3.11,-0.21,156463.0,103538718.0,3.99,6.76,6.49,6.73,6.76,0.66,2.23,31.79,1.21,4588315898.0,4587726398.0,-0.15,-0.46,54.48,65.4
5114,000498,山东路桥,5.59,-3.12,-0.18,254884.0,144010597.18,3.29,5.78,5.59,5.77,5.77,2.43,1.75,8.75,0.58,8725981196.0,8149684366.0,-0.18,0.0,-2.61,-6.05
5115,600858,银座股份,5.28,-3.12,-0.17,235711.0,126757574.0,4.95,5.55,5.28,5.47,5.45,1.05,4.55,9.5,1.01,2745951590.0,2732653593.0,-0.19,-0.38,-2.76,-4.86
5116,000507,珠海港,5.26,-3.13,-0.17,283043.0,151270635.92,3.87,5.47,5.26,5.45,5.43,0.7,3.14,15.46,0.94,4837805548.0,4746267298.0,-0.38,-0.38,5.2,3.14
5117,000155,川能动力,10.22,-3.13,-0.33,260650.0,267924793.0,2.56,10.46,10.19,10.4,10.55,1.1,1.41,19.92,1.79,18867840455.0,18867840455.0,0.0,0.1,-7.09,-4.31
5118,300898,熊猫乳品,29.37,-3.13,-0.95,76766.0,231538344.52,6.7,31.28,29.25,30.36,30.32,1.1,6.69,66.88,3.65,3641880000.0,3369757816.0,0.0,0.1,27.7,14.24
5119,688602,康鹏科技,7.4,-3.14,-0.24,304981.0,232073288.0,6.15,7.86,7.39,7.65,7.64,0.92,11.96,31.37,1.37,3843375000.0,1886831458.0,-0.13,-0.27,13.85,7.09
5120,601369,陕鼓动力,8.29,-3.15,-0.27,209569.0,174133315.0,3.5,8.55,8.25,8.51,8.56,1.99,1.24,14.44,1.57,14305215984.0,14021434362.0,-0.12,-0.12,2.6,-4.71
5121,832471,美邦科技,15.05,-3.15,-0.49,46231.0,69367521.25,3.41,15.19,14.66,14.91,15.54,1.16,8.72,-419.12,2.33,1252160000.0,798110635.0,0.2,0.33,16.58,23.87
5122,688037,芯源微,95.29,-3.16,-3.11,50187.0,487143869.0,4.88,99.8,95.0,98.4,98.4,0.89,2.5,1028.24,7.06,19166501577.0,19166501577.0,-0.12,-0.08,27.31,13.94
5123,300661,圣邦股份,100.92,-3.17,-3.3,134205.0,1364923161.19,3.67,104.35,100.53,104.22,104.22,0.87,2.95,199.99,10.46,47810363465.0,45846593883.0,0.01,-0.56,19.56,23.4
5124,300932,三友联众,15.9,-3.17,-0.52,65690.0,104449753.96,5.6,16.5,15.58,16.5,16.42,1.39,4.03,86.99,2.07,3635466837.0,2589358137.0,-0.19,-0.31,17.34,8.98
5125,600059,古越龙山,8.84,-3.18,-0.29,191007.0,170638122.0,3.61,9.15,8.82,9.08,9.13,0.77,2.1,34.13,1.35,8058034931.0,8058034931.0,-0.23,0.0,6.38,-0.45
5126,600916,中国黄金,8.23,-3.18,-0.27,404908.0,332149861.0,1.53,8.27,8.14,8.2,8.5,1.5,2.41,25.69,1.82,13826400000.0,13826400000.0,0.12,0.12,-3.63,-4.52
5127,600326,西藏天路,6.99,-3.19,-0.23,650438.0,459156025.0,3.74,7.23,6.96,7.22,7.22,0.94,4.92,-18.64,2.5,9250169297.0,9244221527.0,-0.14,-0.14,17.48,8.2
5128,000881,中广核技,6.99,-3.19,-0.23,299839.0,210380508.78,3.6,7.22,6.96,7.22,7.22,0.78,3.79,-25.4,1.28,6608526447.0,5524504777.0,0.0,0.14,1.6,-4.64
5129,003017,大洋生物,25.13,-3.2,-0.83,173014.0,437031339.0,12.71,27.58,24.28,25.71,25.96,2.23,25.02,17.98,1.96,2110920000.0,1737952175.0,0.08,0.08,25.52,34.96
5130,002479,富春环保,5.15,-3.2,-0.17,419029.0,218891195.35,3.76,5.34,5.14,5.28,5.32,0.55,4.86,11.63,1.06,4454750000.0,4444825147.0,0.19,-0.19,7.74,8.65
5131,601939,建设银行,9.06,-3.21,-0.3,2244421.0,2037619175.0,3.31,9.33,9.02,9.29,9.36,2.69,2.34,6.79,0.7,2265099456023.0,86918537910.0,-0.11,-0.22,6.09,5.47
5132,688522,纳睿雷达,68.24,-3.21,-2.26,29574.0,204810751.0,4.74,70.95,67.61,70.46,70.5,1.26,3.42,170.5,6.55,14776247405.0,5905741269.0,0.0,-0.07,36.51,21.12
5133,603351,威尔药业,28.93,-3.21,-0.96,40400.0,118418906.0,5.49,30.47,28.83,30.08,29.89,0.54,2.98,26.77,2.25,3918254089.0,3918254089.0,0.07,0.14,21.66,17.79
5134,600531,豫光金铅,6.88,-3.23,-0.23,498096.0,345367293.0,3.66,7.12,6.86,7.06,7.11,1.32,4.57,8.2,1.32,7500960730.0,7500960730.0,0.15,0.15,3.93,7.17
5135,600082,海泰发展,3.0,-3.23,-0.1,212990.0,64632993.0,5.48,3.15,2.98,3.07,3.1,1.32,3.36,-35.34,1.1,1938347478.0,1903006236.0,0.0,0.0,4.9,9.49
5136,600258,首旅酒店,14.32,-3.24,-0.48,337453.0,487366570.0,4.19,14.85,14.23,14.71,14.8,1.66,3.02,28.01,1.35,15989756764.0,15989756764.0,-0.07,0.14,7.27,-2.39
5137,603823,百合花,10.12,-3.25,-0.34,87466.0,89838149.0,4.4,10.57,10.11,10.28,10.46,1.01,2.13,23.01,1.75,4213641164.0,4159638820.0,0.1,-0.1,7.2,8.82
5138,000779,甘咨询,9.52,-3.25,-0.32,290765.0,278979628.71,2.74,9.76,9.49,9.73,9.84,0.78,6.26,20.11,1.14,4425176383.0,4424790328.0,0.0,-0.21,19.9,15.67
5139,600820,隧道股份,5.95,-3.25,-0.2,518828.0,310715004.0,3.09,6.13,5.94,6.11,6.15,2.08,1.65,14.16,0.61,18707371759.0,18707371759.0,-0.17,0.0,-6.59,-17.25
5140,002082,万邦德,5.62,-3.27,-0.19,67250.0,38294919.0,3.61,5.83,5.62,5.78,5.81,1.3,1.2,57.0,1.29,3465792489.0,3137398282.0,-0.18,-0.18,-8.77,-12.6
5141,600787,中储股份,5.89,-3.28,-0.2,855209.0,511888198.0,3.94,6.13,5.89,6.1,6.09,0.67,3.94,49.72,0.93,12810470696.0,12781768738.0,0.0,0.0,-0.34,-7.68
5142,688007,光峰科技,14.1,-3.29,-0.48,154767.0,215944041.0,3.29,14.19,13.71,14.0,14.58,3.12,3.37,-75.8,2.38,6476005145.0,6476005145.0,-0.07,-0.07,-0.7,-4.67
5143,603708,家家悦,10.56,-3.3,-0.36,88939.0,94953931.0,4.4,10.98,10.5,10.67,10.92,0.53,1.39,11.88,2.79,6740856408.0,6740856408.0,-0.09,0.0,5.39,-7.29
5144,688768,容知日新,51.83,-3.3,-1.77,10153.0,53253117.0,6.81,54.83,51.18,54.0,53.6,1.55,1.24,-177.23,4.33,4531359706.0,4230678068.0,0.19,0.25,27.38,42.63
5145,600230,沧州大化,10.22,-3.31,-0.35,71153.0,73523887.0,3.12,10.53,10.2,10.5,10.57,1.17,1.72,130.28,1.06,4230681573.0,4230681573.0,0.0,0.0,-6.24,-4.66
5146,600576,祥源文旅,9.64,-3.31,-0.33,129006.0,124737948.0,4.31,9.98,9.55,9.98,9.97,1.02,1.95,81.47,3.57,10165846962.0,6366160400.0,-0.41,-0.1,24.23,39.91
5147,600758,辽宁能源,3.49,-3.32,-0.12,249444.0,88235656.0,4.16,3.63,3.48,3.59,3.61,1.18,1.89,12.22,0.81,4613840705.0,4609394445.0,0.0,0.0,-3.32,1.45
5148,603699,纽威股份,26.78,-3.36,-0.93,86038.0,227497698.0,6.39,27.65,25.88,27.65,27.71,1.44,1.14,19.59,4.47,20582402642.0,20210595335.0,-0.04,-0.37,-2.41,20.79
5149,000932,华菱钢铁,4.89,-3.36,-0.17,790558.0,388942115.36,3.95,5.08,4.88,5.05,5.06,1.19,1.14,15.03,0.62,33783212920.0,33782792791.0,0.2,0.0,7.95,16.99
5150,002513,蓝丰生化,4.28,-3.39,-0.15,232044.0,100407146.0,4.51,4.48,4.28,4.43,4.43,3.17,8.79,-18.12,128.16,1606199590.0,1129304408.0,-0.7,-0.47,1.9,-4.46
5151,002370,亚太药业,3.13,-3.4,-0.11,367932.0,116014661.54,3.7,3.24,3.12,3.21,3.24,1.53,4.93,-74.77,2.43,2333939369.0,2333939369.0,-0.32,0.32,-4.57,2.62
5152,601500,通用股份,4.55,-3.4,-0.16,341426.0,156245852.0,2.55,4.63,4.51,4.58,4.71,1.31,2.17,17.61,1.2,7232182844.0,7174716344.0,0.0,-0.22,-17.87,-14.63
5153,300773,拉卡拉,21.21,-3.42,-0.75,991196.0,2145829569.93,4.96,22.26,21.17,22.01,21.96,0.59,13.5,41.52,4.79,16715229825.0,15575245626.0,0.0,0.0,20.37,19.83
5154,002321,华英农业,2.26,-3.42,-0.08,729428.0,163027362.0,5.56,2.32,2.19,2.31,2.34,2.62,3.43,-101.11,5.08,4820331560.0,4800719310.0,0.0,0.89,-2.59,-5.44
5155,301509,金凯生科,29.93,-3.42,-1.06,80916.0,244900603.6,5.0,31.36,29.81,30.79,30.99,0.72,14.26,19.01,1.64,3604968803.0,1698255975.0,-0.23,-0.33,22.81,15.65
5156,603317,天味食品,11.22,-3.44,-0.4,235427.0,268613006.0,3.87,11.66,11.21,11.51,11.62,1.73,2.21,39.97,2.57,11949258419.0,11949258419.0,0.0,-0.09,-17.56,-15.89
5157,603283,赛腾股份,43.18,-3.44,-1.54,92393.0,396545648.0,3.15,43.49,42.08,42.66,44.72,2.11,4.74,31.57,2.69,8632184961.0,8420171161.0,-0.02,0.05,-27.17,-37.57
5158,300824,北鼎股份,11.49,-3.45,-0.41,383290.0,453846002.22,8.57,12.35,11.33,11.6,11.9,1.32,12.13,28.09,5.37,3749665926.0,3631360577.0,1.41,0.97,29.39,18.94
5159,600645,中源协和,20.98,-3.45,-0.75,132806.0,284685892.0,4.51,21.96,20.98,21.73,21.73,1.33,2.84,87.56,2.71,9817567712.0,9813818062.0,-0.29,-0.38,6.17,8.7
5160,002025,航天电器,51.0,-3.46,-1.83,68801.0,356166546.0,3.8,52.99,50.98,52.76,52.83,1.68,1.52,125.11,3.58,23300383056.0,23080146237.0,0.0,0.0,11.6,5.02
5161,001338,永顺泰,11.44,-3.46,-0.41,182015.0,211104298.0,5.23,12.05,11.43,11.81,11.85,0.95,7.71,20.21,1.55,5739800741.0,2699319263.0,-0.17,-0.26,8.85,5.15
5162,603391,力聚热能,38.09,-3.47,-1.37,30152.0,112509337.0,3.52,38.19,36.8,36.8,39.46,2.78,13.25,25.78,1.6,3466190000.0,866547500.0,-0.26,-0.03,-4.54,-9.5
5163,601579,会稽山,14.88,-3.5,-0.54,276232.0,419929485.0,6.61,15.77,14.75,15.15,15.42,1.13,5.76,19.03,1.88,7134415526.0,7134415526.0,0.61,0.81,45.03,34.54
5164,688112,鼎阳科技,34.78,-3.52,-1.27,26973.0,95071089.0,4.55,36.34,34.7,35.76,36.05,0.64,1.69,34.02,3.52,5536976661.0,5536976661.0,0.09,0.12,24.17,24.08
5165,300644,南京聚隆,25.4,-3.53,-0.93,151172.0,381488598.74,4.9,26.1,24.81,26.0,26.33,1.34,17.12,22.87,3.0,2792850904.0,2242949286.0,-0.16,-0.04,15.88,16.19
5166,000709,河钢股份,2.17,-3.56,-0.08,956744.0,210296281.3,4.0,2.26,2.17,2.25,2.25,1.04,0.93,24.15,0.44,22431552770.0,22427844904.0,-0.46,-0.46,0.93,-1.81
5167,300203,聚光科技,20.8,-3.57,-0.77,312738.0,663805592.76,5.24,21.92,20.79,21.7,21.57,0.82,6.98,-113.67,3.01,9333742080.0,9326065320.0,-0.14,-0.05,20.44,36.57
5168,000065,北方国际,10.25,-3.57,-0.38,257734.0,267373786.81,3.76,10.63,10.23,10.58,10.63,0.84,2.64,15.52,1.1,10981705209.0,9993363452.0,-0.19,0.0,5.89,4.81
